speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode
OBI-WAN,HAN,310,"Only passengers. Myself, the boy, two droids, and no questions asked.",2,11,
HAN,OBI-WAN,311,What is it? Some kind of local trouble?,2,8,
OBI-WAN,HAN,312,Let's just say we'd like to avoid any Imperial entanglements.,2,10,
HAN,OBI-WAN,313,"Well, that's the real trick, isn't it? And it's going to cost you something extra. Ten thousand, all in advance.",3,20,
LUKE,HAN,314,Ten thousand?,1,2,
LUKE,OBI-WAN,315,We could almost buy our own ship for that!,1,9,
HAN,LUKE,316,"But who's going to fly it, kid! You?",1,8,
LUKE,HAN,317,You bet I could. I'm not such a bad pilot myself!,1,11,
LUKE,OBI-WAN,318,We don't have to sit here and listen...,2,8,
OBI-WAN,HAN,319,"We could pay you two thousand now, plus fifteen when we reach Alderaan.",2,13,
HAN,OBI-WAN,320,Seventeen! Okay. You guys got yourself a ship. We'll leave as soon as you're ready. Docking Bay 94.,4,18,
OBI-WAN,HAN,321,Ninety-four.,1,1,
HAN,OBI-WAN,322,Looks like somebody's beginning to take an interest in your handiwork.,2,11,
TROOPER,TROOPER,323,"All right, we'll check it out.",1,6,
HAN,CHEWIE,324,Seventeen thousand! Those guys must really be desperate. This could really save my neck. Get back to the ship and get her ready.,4,23,
OBI-WAN,LUKE,325,You'll have to sell your speeder.,1,6,
LUKE,OBI-WAN,326,That's okay. I'm never coming back to this planet again.,2,10,
GREEDO,HAN,327,"Going somewhere, Solo?",1,3,
HAN,GREEDO,328,"Yes, Greedo. As a matter of fact, I was just going to see your boss. Tell Jabba that I've got his money.",3,22,
GREEDO,HAN,329,"It's too late. You should have paid him when you had the chance. Jabba's put a price on your head, so large that every bounty hunter in the galaxy will be looking for you. I'm lucky I found you first.",6,40,
HAN,GREEDO,330,"Yeah, but this time I've got the money.",1,8,
GREEDO,HAN,331,"If you give it to me, I might forget I found you.",2,12,
HAN,GREEDO,332,I don't have it with me. Tell Jabba...,1,8,
GREEDO,HAN,333,Jabba's through with you. He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser.,4,22,
HAN,GREEDO,334,Even I get boarded sometimes. Do you think I had a choice?,2,12,
GREEDO,HAN,335,You can tell that to Jabba. He may only take your ship.,2,12,
HAN,GREEDO,336,Over my dead body.,1,4,
GREEDO,HAN,337,That's the idea. I've been looking forward to this for a long time.,3,13,
HAN,GREEDO,338,"Yes, I'll bet you have.",1,5,
HAN,WUHER,339,Sorry about the mess.,1,4,
VADER,TARKIN,340,Her resistance to the mind probe is considerable. It will be some time before we can extract any information from her.,4,21,
IMPERIAL OFFICER,"VADER, TARKIN",341,The final check-out is complete. All systems are operational. What course shall we set?,3,14,
TARKIN,VADER,342,Perhaps she would respond to an alternative form of persuasion.,2,10,
VADER,TARKIN,343,What do you mean?,1,4,
TARKIN,VADER,344,I think it is time we demonstrate the full power of this station.,2,13,
TARKIN,TROOPER,345,Set your course for Alderaan,1,5,
TROOPER,TARKIN,346,With pleasure.,1,2,
THREEPIO,R2D2,347,"Lock the door, Artoo.",1,4,
TROOPER,NA,348,"All right, check that side of the street. The door is locked. Move on to the next door.",3,18,
THREEPIO,R2D2,349,I would much rather have gone with,1,7,
THREEPIO,R2D2,350,Master Luke than stay here with you.,1,7,
THREEPIO,R2D2,351,"I don't know what all the trouble is about, but I'm sure it must be your fault.",3,17,
THREEPIO,R2D2,352,You watch your language!,1,4,
LUKE,WIOSLEA,353,"All right, give it to me, I'll take it",1,9,
LUKE,OBI-WAN,354,Look at this,1,3,
LUKE,OBI-WAN,355,"Ever Since the XP-38 came out, they're just not in demand.",2,11,
OBI-WAN,LUKE,356,It will be enough.,1,4,
JABBA,HAN,357,"Solo! Come out of there, Solo!",1,6,
HAN,JABBA,358,Right here Jabba. Been waiting for you.,1,7,
JABBA,HAN,359,Have you now.,1,3,
HAN,JABBA,360,"You didn't think I was going to run, did you?",1,10,
JABBA,HAN,361,"Han, my boy, you disappoint me... why haven't you paid me and why did you fry poor Greedo?",4,18,
HAN,JABBA,362,"Look Jabba, next time you want to talk come see me yourself. Don't send one of these twerps",2,18,
JABBA,HAN,363,"Han, I can't make exceptions What if everyone who smuggled for me... dropped their cargo at the first sign of an Imperial starship? It's not good business.",5,27,
HAN,JABBA,364,"Look Jaba, even I get boarded sometimes. You think I had a choice? But I got a nice, easy charter and I'll pay you back, plus a little extra. I just need some more time.",5,35,
JABBA,HAN,365,"Han, my boy, you're the best. So, for an extra, say twenty percent -",3,14,
HAN,JABBA,366,"Fifteen Jabba, don't push it",1,5,
JABBA,HAN,367,"Ok. fifteen percent. But If you fail me again, I'll put a price on your head so big you won't be able to go near a civilized system.",5,28,
HAN,JABBA,368,"Jabba, you're a wonderful human being.",1,6,
JABBA,BOBA FETT,369,Come on,1,2,
OBI-WAN,LUKE,370,"If the ship's as fast as he's boasting, we ought to do well",1,13,
CHEWIE,"OBI-WAN, LUKE",371,GROWLS,1,1,
LUKE,"OBI-WAN, HAN",372,What a piece of junk.,1,5,
HAN,LUKE,373,"She'll make point five past lightspeed. She may not look like much, but she's got it where it counts, kid. I've made a lot of special modifications myself.",5,28,
HAN,"LUKE, OBI-WAN",374,"but, we're a little rushed, so if you'll just get on board we'll get out of here.",2,17,
THREEPIO,HAN,375,"Hello, sir.",1,2,
TROOPER,NA,376,"Which way? All right, men. Load your weapons! Stop that ship! Blast 'em!",4,13,
HAN,CHEWIE,377,"Chewie, get us out of here!",1,6,
THREEPIO,"OBI-WAN, LUKE",378,"Oh, my. I'd forgotten how much I hate space travel.",2,10,
HAN,CHEWIE,379,It looks like an Imperial cruiser. Our passengers must be hotter than I thought. Try and hold them off. Angle the deflector shield while I make the calculations for the jump to light speed. Stay sharp! There are two more coming in; they're going to try to cut us off.,9,50,
LUKE,HAN,380,Why don't you outrun them? I thought you said this thing was fast.,2,13,
HAN,LUKE,381,"Watch your mouth, kid, or you're going to find yourself floating home.",2,12,
HAN,"LUKE, OBI-WAN",382,"We'll be safe enough once we make the jump to hyperspace. Besides, I know a few maneuvers. We'll lose them! Here's where the fun begins!",5,25,
OBI-WAN,HAN,383,How long before you can make the jump to light speed?,2,11,
HAN,OBI-WAN,384,It'll take a few moments to get the coordinates from the navi-computer.,2,12,
LUKE,HAN,385,Are you kidding? At the rate they're gaining...,2,8,
HAN,LUKE,386,"Traveling through hyperspace isn't like dusting crops, boy! Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?",6,34,
LUKE,HAN,387,What's that flashing?,1,3,
HAN,LUKE,388,"We're losing a deflector shield. Go strap yourself in, I'm going to make the jump to light speed.",3,18,
MOTTI,TARKIN,389,We've entered the Alderaan system.,1,5,
LEIA,TARKIN,390,"Governor Tarkin, I should have expected to find you holding Vader's leash. I recognized your foul stench when I was brought on board.",4,23,
TARKIN,LEIA,391,Charming to the last. You don't know how hard I found it signing the order to terminate your life!,3,19,
LEIA,TARKIN,392,I surprised you had the courage to take the responsibility yourself!,2,11,
TARKIN,LEIA,393,"Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational. No star system will dare oppose the Emperor now.",5,32,
LEIA,TARKIN,394,"The more you tighten your grip, Tarkin, the more star systems will slip through your fingers.",3,16,
TARKIN,LEIA,395,"Not after we demonstrate the power of this station. In a way, you have determined the choice of the planet that'll be destroyed first. Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station's destructive power... on your home planet of Alderaan.",9,53,
LEIA,TARKIN,396,No! Alderaan is peaceful. We have no weapons. You can't possibly...,2,11,
TARKIN,LEIA,397,You would prefer another target? A military target? Then name the system! I grow tired of asking this. So it'll be the last time. Where is the Rebel base?,5,29,
LEIA,TARKIN,398,Dantooine. They're on Dantooine.,2,4,
TARKIN,VADER,399,"There. You see Lord Vader, she can be reasonable.",2,9,
TARKIN,NA,400,Continue with the operation. You may fire when ready.,2,9,
LEIA,TARKIN,401,What?,1,1,
TARKIN,LEIA,402,You're far too trusting. Dantooine is too remote to make an effective demonstration. But don't worry. We will deal with your Rebel friends soon enough.,5,25,
LEIA,TARKIN,403,No!,1,1,
TECHNICIAN,NA,404,Commence primary ignition.,1,3,
LUKE,OBI-WAN,405,Are you all right? What's wrong?,1,6,
OBI-WAN,LUKE,406,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced. I fear something terrible has happened. You'd better get on with your exercises.,7,35,
HAN,"OBI-WAN, LUKE",407,"Well, you can forget your troubles with those Imperial slugs. I told you I'd outrun 'em. Don't everyone thank me at once.",4,22,
HAN,"OBI-WAN, LUKE",408,"Anyway, we should be at Alderaan about 0200 hours.",1,9,
R2D2,"CHEWIE, THREEPIO",409,BEEP BOOP,1,12,
THREEPIO,R2D2,410,"Now be careful, Artoo.",1,4,
THREEPIO,CHEWIE,411,He made a fair move. Screaming about it won't help you.,2,11,
HAN,THREEPIO,412,Let him have it. It's not wise to upset a Wookiee.,2,11,
THREEPIO,HAN,413,"But sir, nobody worries about upsetting a droid.",2,8,
HAN,THREEPIO,414,That's 'cause droids don't pull people's arms out of their socket when they lose. Wookiees are known to do that.,4,20,
THREEPIO,HAN,415,"I see your point, sir.",1,5,
THREEPIO,R2D2,416,"I suggest a new strategy, Artoo. Let the Wookiee win.",2,10,
OBI-WAN,LUKE,417,"Remember, a Jedi can feel the Force flowing through him.",2,10,
LUKE,OBI-WAN,418,You mean it controls your actions?,1,6,
OBI-WAN,LUKE,419,Partially. But it also obeys your commands.,2,7,
HAN,LUKE,420,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid.",3,16,
LUKE,HAN,421,"You don't believe in the Force, do you?",2,8,
HAN,LUKE,422,"Kid, I've flown from one side of this galaxy to the other. I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything. There's no mystical energy field that controls my destiny. It's all a lot of simple tricks and nonsense.",10,52,
OBI-WAN,LUKE,423,"I suggest you try it again, Luke. This time, let go your conscious self and act on instinct.",3,18,
LUKE,OBI-WAN,424,"With the blast shield down, I can't even see. How am I supposed to fight?",2,15,
OBI-WAN,LUKE,425,"Your eyes can deceive you. Don't trust them. Stretch out with your feelings. You see, you can do it.",4,19,
HAN,OBI-WAN,426,I call it luck.,1,4,
OBI-WAN,HAN,427,"In my experience, there's no such thing as luck.",2,9,
HAN,OBI-WAN,428,"Look, good against remotes is one thing. Good against the living? That's something else.",3,14,
HAN,"OBI-WAN, LUKE",429,Looks like we're coming up on Alderaan.,2,7,
LUKE,OBI-WAN,430,"You know, I did feel something. I could almost see the remote.",2,12,
OBI-WAN,OBI-WAN,431,That's good. You've taken your first step into a larger world.,2,11,
TARKIN,OFFICER CASS,432,Yes.,1,1,
OFFICER CASS,TARKIN,433,"Our scout ships have reached Dantooine. They found the remains of a Rebel base, but they estimate that it has been deserted for some time. They're now conducting an extensive search of the surrounding systems.",6,35,
TARKIN,VADER,434,She lied! She lied to us!,1,6,
VADER,TARKIN,435,I told you she would never consciously betray the Rebellion.,2,10,
TARKIN,VADER,436,Terminate her... immediately!,1,3,
HAN,CHEWIE,437,"Stand by, Chewie, here we go. Cut in the sublight engines. What the...? Aw, we've come out of",3,18,
HAN,CHEWIE,438,hyperspace into a meteor shower. Some kind of asteroid collision. It's not on any of the charts.,3,17,
LUKE,HAN,439,What's going on?,1,3,
HAN,LUKE,440,"Our position is correct, except... no, Alderaan!",2,7,
LUKE,HAN,441,What do you mean? Where is it?,1,7,
HAN,LUKE,442,"Thats what I'm trying to tell you, kid. It ain't there. It's been totally blown away.",3,16,
LUKE,HAN,443,What? How?,1,2,
OBI-WAN,"HAN, LUKE",444,Destroyed... by the Empire!,1,4,
HAN,OBI-WAN,445,The entire starfleet couldn't destroy the whole planet. It'd take a thousand ships with more fire power than I've...,4,19,
HAN,"OBI-WAN, LUKE",446,There's another ship coming in.,1,5,
LUKE,HAN,447,Maybe they know what happened.,1,5,
OBI-WAN,"LUKE, HAN",448,It's an Imperial fighter.,1,4,
LUKE,"OBI-WAN, HAN",449,It followed us!,1,3,
OBI-WAN,LUKE,450,No. It's a short-range fighter.,1,5,
HAN,OBI-WAN,451,There aren't any bases around here. Where did it come from?,2,11,
LUKE,HAN,452,"It sure is leaving in a big hurry. If they identify us, we're in big trouble.",3,16,
HAN,LUKE,453,Not if I can help it.,1,6,
HAN,CHEWIE,454,Chewie...jam its transmissions.,1,3,
OBI-WAN,HAN,455,It'd be as well to let it go. It's too far out of range.,2,14,
HAN,OBI-WAN,456,Not for long...,1,3,
OBI-WAN,HAN,457,A fighter that size couldn't get this deep into space on its own.,2,13,
LUKE,"HAN, OBI-WAN",458,"He must have gotten lost, been part of a convoy or something.",2,12,
HAN,"OBI-WAN, LUKE",459,"Well, he ain't going to be around long enough to tell anyone about us.",2,14,
LUKE,"HAN, OBI-WAN",460,Look at him. He's headed for that small moon.,2,9,
HAN,"OBI-WAN, LUKE",461,I think I can get him before he gets there... he's almost in range.,2,14,
OBI-WAN,"HAN, LUKE",462,That's no moon! It's a space station.,1,7,
HAN,OBI-WAN,463,It's too big to be a space station.,1,8,
LUKE,"OBI-WAN, HAN",464,I have a very bad feeling about this.,1,8,
OBI-WAN,HAN,465,Turn the ship around.,1,4,
HAN,OBI-WAN,466,"Yeah, I think your right.",1,5,
HAN,CHEWIE,467,"Full reverse! Chewie, lock in the auxiliary power.",2,8,
HAN,CHEWIE,468,"Chewie, lock in the auxiliary power!",1,6,
LUKE,HAN,469,Why are we still moving towards it?,1,7,
HAN,LUKE,470,We're caught in a tractor beam! It's pulling us in!,2,10,
LUKE,HAN,471,But there's gotta be something you can do!,2,8,
HAN,LUKE,472,"There's nothin' I can do about it,",1,7,
HAN,LUKE,473,kid. I'm in full power. I'm going to have to shut down. they're not going to get me without a fight!,3,21,
OBI-WAN,HAN,474,You can't win. But there are alternatives to fighting.,2,9,
OFFICER,NA,475,To your stations! Come with me. Close all outboard shields! Close all outboard shields!,4,14,
TARKIN,NA,476,Yes.,1,1,
VOICE,NA,477,We've captured a freighter entering the remains of the Alderaan system. It's markings match those of a ship that blasted its way out of Mos Eisley.,5,26,
VADER,TARKIN,478,They must be trying to return the stolen plans to the princess. She may yet be of some use to us.,3,21,
VOICE,NA,479,Unlock one-five-seven and nine. Release charges.,2,6,
OFFICER,VADER,480,"There's no one on board, sir. According to the log, the crew abandoned ship right after takeoff. It must be a decoy, sir. Several of the escape pods have been jettisoned.",5,31,
VADER,OFFICER,481,Did you find any droids?,1,5,
OFFICER,VADER,482,"No, sir. If there were any on board, they must also have jettisoned.",2,13,
VADER,OFFICER,483,Send a scanning crew on board. I want every part of this ship checked.,2,14,
OFFICER,VADER,484,"Yes, sir.",1,2,
VADER,VADER,485,I sense something... a presence I've not felt since...,2,9,
OFFICER,NA,486,Get me a scanning crew in here on the double. I want every part of this ship checked!,3,18,
STORMTROOPER,NA,487,There's no one here,1,4,
LUKE,HAN,488,"Boy, it's lucky you had these compartments.",2,7,
HAN,LUKE,489,"I use them for smuggling. I never thought I'd be smuggling myself in them. This is ridiculous. Even if I could take off, I'd never get past the tractor beam.",5,30,
OBI-WAN,HAN,490,Leave that to me!,1,4,
HAN,OBI-WAN,491,Damn fool. I knew that you were going to say that!,2,11,
OBI-WAN,HAN,492,Who's the more foolish... the fool or the fool who follows him?,2,12,
TROOPER,NA,493,"The ship's all yours. If the scanners pick up anything, report it immediately. All right, let's go.",3,17,
HAN,NA,494,"Hey down there, could you give us a hand with this?",2,11,
GANTRY OFFICER,TK-421,495,"TK-four-one-two. Why aren't you at your post? TK-four-one-two, do you copy?",3,11,
GANTRY OFFICER,TROOPER,496,Take over. We've got a bad transmitter. I'll see what I can do.,2,13,
LUKE,HAN,497,"You know, between his howling and your blasting everything in sight, it's a wonder the whole station doesn't know we're here.",4,21,
HAN,LUKE,498,Bring them on! I prefer a straight fight to all this sneaking around.,2,13,
THREEPIO,OBI-WAN,499,"We found the computer outlet, sir.",1,6,
OBI-WAN,THREEPIO,500,Plug in. He should be able to interpret the entire Imperial computer network.,3,13,
THREEPIO,OBI-WAN,501,He says he's found the main controls to power beam that's holding the ship here. He'll try to make the precise location appear on the monitor. The tractor beam is coupled to the main reactor in seven locations. A power loss at one of the terminals will allow the ship to leave.,9,52,
OBI-WAN,"HAN, LUKE",502,I don't think you boys can help. I must go alone.,2,11,
HAN,OBI-WAN,503,Whatever you say. I've done more that I bargained for on this trip already.,3,14,
LUKE,OBI-WAN,504,I want to go with you.,1,6,
OBI-WAN,LUKE,505,"Be patient, Luke. Stay and watch over the droids.",2,9,
LUKE,OBI-WAN,506,But he can...,1,3,
OBI-WAN,LUKE,507,They must be delivered safely or other star systems will suffer the same fate as Alderaan. Your destiny lies along a different path from mine. The Force will be with you... always.,6,32,
HAN,CHEWIE,508,"Boy you said it, Chewie.",1,5,
HAN,LUKE,509,Where did you dig up that old fossil?,1,8,
LUKE,HAN,510,Ben is a great man.,1,5,
HAN,LUKE,511,"Yeah, great at getting us into trouble.",2,7,
LUKE,HAN,512,I didn't hear you give any ideas...,1,7,
HAN,LUKE,513,"Well, anything would be better than just hanging around waiting for him to pick us up...",3,16,
LUKE,HAN,514,Who do you think...,1,4,
LUKE,"THREEPIO, R2D2",515,What is it?,1,3,
THREEPIO,LUKE,516,"I'm afraid I'm not quite sure, sir. He says ""I found her"", and keeps repeating, ""She's here.""",3,17,
LUKE,THREEPIO,517,"Well, who... who has he found?",1,6,
THREEPIO,LUKE,518,Princess Leia.,1,2,
LUKE,THREEPIO,519,The princess? She's here?,1,4,
HAN,LUKE,520,Princess?,1,1,
LUKE,THREEPIO,521,Where? Where is she?,1,4,
HAN,THREEPIO,522,Princess? What's going on?,1,4,
THREEPIO,LUKE,523,Level five. Detention block A A twenty-three.,2,7,
THREEPIO,LUKE,524,I'm afraid she's scheduled to be terminated.,1,7,
LUKE,"THREEPIO, HAN",525,"Oh, no! We've got to do something.",1,7,
HAN,LUKE,526,What are you talking about?,1,5,
LUKE,HAN,527,The droids belong to her. She's the one in the message... We've got to help her.,3,16,
HAN,LUKE,528,"Now, look, don't get any funny ideas. The old man wants us to wait right here.",3,16,
LUKE,HAN,529,But he didn't know she was here.,1,7,
LUKE,THREEPIO,530,"Look, will you just find a way back into the detention block?",2,12,
HAN,LUKE,531,I'm not going anywhere.,1,4,
LUKE,HAN,532,"They're going to execute her. Look, a few minutes ago you said you didn't want to just wait here to be captured. Now all you want to do is stay?",4,30,
HAN,LUKE,533,Marching into the detention area is not what I had in mind.,2,12,
LUKE,HAN,534,But they're going to kill her!,1,6,
HAN,LUKE,535,Better her than me...,1,4,
LUKE,HAN,536,She's rich.,1,2,
HAN,LUKE,537,Rich?,1,1,
LUKE,HAN,538,"Yes. Rich, powerful! Listen, if you were to rescue her, the reward would be...",3,14,
HAN,LUKE,539,What?,1,1,
LUKE,HAN,540,Well more wealth that you can imagine.,1,7,
HAN,LUKE,541,"I don't know, I can imagine quite a bit!",2,9,
LUKE,HAN,542,You'll get it!,1,3,
HAN,LUKE,543,I better!,1,2,
LUKE,HAN,544,You will...,1,2,
HAN,LUKE,545,"All right, kid. But you'd better be right about this.",2,10,
LUKE,HAN,546,All right.,1,2,
HAN,LUKE,547,What's your plan?,1,3,
LUKE,THREEPIO,548,"Uh... Threepio, hand me those binders there will you?",2,9,
LUKE,CHEWIE,549,"Okay. Now, I'm going to put these on you.",2,9,
LUKE,HAN,550,"Okay. Han, you put these on.",1,6,
HAN,CHEWIE,551,"Don't worry, Chewie. I think I know what he has in mind.",2,12,
THREEPIO,LUKE,552,"Master Luke, sir! Pardon me for asking... but, ah... what should Artoo and I do if we're discovered here?",4,19,
LUKE,THREEPIO,553,Lock the door!,1,3,
HAN,THREEPIO,554,And hope they don't have blasters.,1,6,
THREEPIO,"HAN, LUKE",555,That isn't very reassuring.,1,4,
LUKE,HAN,556,I can't see a thing in this helmet.,1,8,
HAN,LUKE,557,This is not going to work.,1,6,
LUKE,HAN,558,Why didn't you say so before?,1,6,
HAN,LUKE,559,I did say so before!,1,5,
OFFICER,"HAN, LUKE",560,Where are you taking this... thing?,1,6,
LUKE,OFFICER,561,Prisoner transfer from Block one-one- three-eight.,2,6,
OFFICER,LUKE,562,I wasn't notified. I'll have to clear it.,1,8,
HAN,OFFICER,563,Look out! He's loose!,1,4,
LUKE,OFFICER,564,He's going to tear us all apart.,1,7,
HAN,NA,565,Go get him!,1,3,
LUKE,CHEWIE,566,Look Out!,1,2,
HAN,LUKE,567,We've got to find out which cell this princess of yours is in. Here it is... cell twenty-one-eight-seven. You go get her. I'll hold them here.,4,26,
HAN,INTERCOM VOICE,568,Everything is under control. Situation normal.,2,6,
INTERCOM VOICE,HAN,569,What happened?,1,2,
HAN,INTERCOM VOICE,570,"Uh... had a slight weapons malfunction. But, uh, everything's perfectly all right now. We're fine. We're all fine here, now, thank you. How are you?",5,25,
INTERCOM VOICE,HAN,571,We're sending a squad up.,1,5,
HAN,INTERCOM VOICE,572,"Uh, uh, negative. We had a reactor leak here now. Give us a few minutes to lock it down. Large leak... very dangerous.",4,23,
INTERCOM VOICE,HAN,573,Who is this? What's your operating number?,2,7,
HAN,HAN,574,Boring conversation anyway.,1,3,
HAN,LUKE,575,Luke! We're going to have company!,1,6,
LEIA,LUKE,576,Aren't you a little short for stormtrooper?,2,7,
LUKE,LEIA,577,Huh? Oh... the uniform. I'm Luke Skywalker. I'm here to rescue you.,2,12,
LEIA,LUKE,578,You're who?,1,2,
LUKE,LEIA,579,I'm here to rescue you. I've got your R2 unit. I'm here with Ben Kenobi.,3,15,
LEIA,LUKE,580,Ben Kenobi! Where is he?,1,5,
LUKE,LEIA,581,Come on!,1,2,
VADER,TARKIN,582,He is here...,1,3,
TARKIN,VADER,583,Obi-Wan Kenobi! What makes you think so?,2,7,
VADER,TARKIN,584,A tremor in the Force. The last time I felt it was in the presence of my old master.,3,19,
TARKIN,VADER,585,Surely he must be dead by now.,1,7,
VADER,TARKIN,586,Don't underestimate the Force.,2,4,
TARKIN,VADER,587,"The Jedi are extinct, their fire has gone out of the universe. You, my friend, are all that's left of their religion.",4,22,
TARKIN,INTERCOM VOICE,588,Yes.,1,1,
INTERCOM VOICE,TARKIN,589,We have an emergency alert in detention block A A twenty-three.,3,11,
TARKIN,INTERCOM VOICE,590,The princess? Put all sections on alert!,2,7,
VADER,TARKIN,591,Obi-Wan is here. The Force is with him.,2,8,
TARKIN,VADER,592,"If you're right, he must not be allowed to escape.",2,10,
VADER,TARKIN,593,Escape is not his plan. I must face him alone.,2,10,
HAN,CHEWIE,594,Get behind me! Get behind me!,1,6,
HAN,LUKE,595,Can't get out that way.,1,5,
LEIA,HAN,596,Looks like you managed to cut off our only escape route.,2,11,
HAN,LEIA,597,"Maybe you'd like it back in your cell, Your Highness.",2,10,
LUKE,THREEPIO,598,See-Threepio! See-Threepio!,1,2,
THREEPIO,LUKE,599,Yes sir?,1,2,
LUKE,THREEPIO,600,Are there any other ways out of the cell bay? We've been cut off! What was that? I didn't copy!,3,20,
THREEPIO,LUKE,601,"I said, all systems have been alerted to your presence, sir. The main entrance seems to be the only way in or out; all other information on your level is restricted.",5,31,
TROOPER,THREEPIO,602,Open up in there! Open up in there!,1,8,
THREEPIO,THREEPIO,603,"Oh, no!",1,2,
LUKE,HAN,604,There isn't any other way out.,1,6,
HAN,LUKE,605,I can't hold them off forever! Now what?,2,8,
LEIA,HAN,606,"This is some rescue. When you came in here, didn't you have a plan for getting out?",3,17,
HAN,LEIA,607,"He's the brains, sweetheart.",1,4,
LUKE,"LEIA, HAN",608,"Well, I didn't...",1,3,
HAN,LEIA,609,What the hell are you doing?,1,6,
LEIA,HAN,610,"Somebody has to save our skins. Into the garbage chute, flyboy.",2,11,
HAN,CHEWIE,611,Get in there,1,3,
HAN,CHEWIE,612,Get in there you big furry oaf! I don't care what you smell! Get in there and don't worry about it.,3,21,
HAN,LUKE,613,Wonderful girl! Either I'm going to kill her or I'm beginning to like her. Get in there!,3,17,
HAN,HAN,614,Wa-hoo!!,1,1,
HAN,"LEIA, LUKE",615,Oh! The garbage chute was a really,1,7,
HAN,"LEIA, LUKE",616,wonderful idea. What an incredible smell you've discovered! Let's get out of here!,2,13,
HAN,CHEWIE,617,Get away from there...,1,4,
LUKE,HAN,618,No! wait!,1,2,
LUKE,HAN,619,Will you forget it? I already tried it. It's magnetically sealed!,2,11,
LEIA,HAN,620,Put that thing away! You're going to get us all killed.,2,11,
HAN,LEIA,621,"Absolutely, Your Worship. Look, I",1,5,
HAN,LEIA,622,"had everything under control until you led us down here. You know, it's",2,13,
HAN,LEIA,623,not going to take them long to figure out what happened to us.,2,13,
LEIA,HAN,624,It could be worse...,1,4,
HAN,LEIA,625,It's worse.,1,2,
LUKE,"LEIA, HAN, CHEWIE",626,There's something alive in here!,1,5,
HAN,LUKE,627,That's your imagination.,1,3,
LUKE,HAN,628,Something just moved past my leg!,1,6,
LUKE,HAN,629,Look! Did you see that?,1,5,
HAN,HAN,630,What?,1,1,
HAN,LUKE,631,Kid! Luke!,1,2,
LEIA,LUKE,632,Luke!,1,1,
HAN,LUKE,633,Luke!,1,1,
HAN,LUKE,634,Luke!,1,1,
LEIA,LUKE,635,"Luke, grab a hold of this.",1,6,
LUKE,HAN,636,"Blast it, will you! My gun's jammed.",1,7,
HAN,LUKE,637,Where?,1,1,
LUKE,HAN,638,Anywhere! Oh!!,1,2,
HAN,LUKE,639,Luke! Luke!,1,2,
LEIA,HAN,640,Help him!,1,2,
LEIA,LUKE,641,What happened?,1,2,
LUKE,LEIA,642,"I don't know, it just let go of me and disappeared...",2,11,
HAN,"LEIA, LUKE",643,I've got bad feeling about this.,2,6,
LUKE,"LEIA, HAN, CHEWIE",644,The walls are moving!,1,4,
LEIA,"HAN, LUKE, CHEWIE",645,Don't just stand there. Try to brace it with something.,2,10,
LEIA,HAN,646,Help me!,1,2,
LUKE,LUKE,647,Wait a minute!,1,3,
LUKE,THREEPIO,648,Threepio! Come in Threepio! Threepio!,1,5,
LUKE,NA,649,Where could he be?,1,4,
FIRST TROOPER,NA,650,Take over! See to him! Look there!,2,7,
THREEPIO,FIRST TROOPER,651,"They're madmen! They're heading for the prison level. If you hurry, you might catch them.",3,15,
FIRST OFFICER,TROOPER,652,Follow me! You stand guard.,1,5,
THREEPIO,R2D2,653,Come on!,1,2,
THREEPIO,FIRST TROOPER,654,"Oh! All this excitement has overrun the circuits of my counterpart here. If you don't mind, I'd like to take him down to maintenance.",4,24,
TROOPER,THREEPIO,655,All right.,1,2,
LUKE,NA,656,"Threepio! Come in, Threepio! Threepio!",1,5,
HAN,LEIA,657,Get it on top!,1,4,
LEIA,HAN,658,I can't,1,2,
LUKE,NA,659,"Where could he be? Threepio! Threepio,",1,6,
LUKE,NA,660,will you come in?,1,4,
THREEPIO,R2D2,661,They aren't here! Something must have happened to them. See if they've been captured. Hurry!,4,15,
HAN,"LEIA, LUKE",662,One thing's for sure. We're all going to be a lot thinner!,2,12,
HAN,LEIA,663,Get on top of it!,1,5,
LEIA,HAN,664,I'm trying!,1,2,
THREEPIO,R2D2,665,"Thank goodness, they haven't found them! Where could they be?",2,10,
THREEPIO,R2D2,666,"Use the comlink? Oh, my! I forgot I turned it off!",2,11,
THREEPIO,LUKE,667,"Are you there, sir?",1,4,
LUKE,THREEPIO,668,Threepio!,1,1,
THREEPIO,LUKE,669,We've had some problems...,1,4,
LUKE,THREEPIO,670,"Will you shut up and listen to me? Shut down all garbage mashers on the detention level, will you? Do you copy? Shut down all the garbage mashers on the detention level.",6,32,
LUKE,THREEPIO,671,Shut down all the garbage mashers on the detention level.,2,10,
THREEPIO,R2D2,672,No. Shut them all down! Hurry!,1,6,
LUKE,THREEPIO,673,"What!? Haha, you did GREAT, Threepio!",1,6,
