speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode
YODA,LUKE,391,"How you get so big, eating food of this kind?",2,10,
LUKE,YODA,392,"Listen, friend, we didn't mean to land in that puddle, and if we could get our ship out, we would, but we can't, so why don't you just...",4,28,
YODA,LUKE,393,"Awww, cannot get your ship out?",1,6,
LUKE,YODA,394,"Hey, get out of there! Hey, you could have broken this.",2,11,
YODA,LUKE,395,"No, aw.",1,2,
LUKE,YODA,396,Don't do that.,1,3,
LUKE,YODA,397,...you're making a mess. Hey!,1,5,
YODA,LUKE,398,Mine! Or I will help you not.,1,7,
LUKE,YODA,399,I don't want your help. I want my lamp back. I'm going to need it to get out of this slimy mudhole.,3,22,
YODA,LUKE,400,Mudhole? Slimy? My home this is.,1,6,
LUKE,R2D2,401,"Artoo, let him have it!",1,5,
YODA,R2D2,402,Mine! Mine! Mine! Mine!,1,4,
LUKE,R2D2,403,Artoo!,1,1,
LUKE,YODA,404,"Now will you move along, little fella? We're got a lot of work to do.",3,15,
YODA,LUKE,405,"No! No, no! Stay and help you, I will. Find your friend.",3,12,
LUKE,YODA,406,I'm not looking for a friend. I'm looking for a Jedi Master.,2,12,
YODA,LUKE,407,Oohhh. Jedi Master. Yoda. You seek Yoda.,2,7,
LUKE,YODA,408,You know him?,1,3,
YODA,LUKE,409,"Take you to him, I will. Yes, yes. But now, we must eat. Come. Good food. Come.",3,17,
YODA,LUKE,410,"Come, come.",1,2,
LUKE,R2D2,411,Artoo?,1,1,
LUKE,R2D2,412,Stay here and watch after the camp.,2,7,
THREEPIO,THREEPIO,413,Where is Artoo when I need him?,2,7,
THREEPIO,HAN,414,"Sir, I don't know where your ship learned to communicate, but it has the most peculiar dialect. I believe, sir, it says that the power coupling on the negative axis has been polarized. I'm afraid you'll have to replace it.",7,40,
HAN,THREEPIO,415,"Well, of course I'll have to replace it.",2,8,
HAN,CHEWIE,416,"Here, Chewie...",1,2,
HAN,CHEWIE,417,... I think we'd better replace,1,6,
HAN,CHEWIE,418,the negative power coupling.,1,4,
HAN,LEIA,419,"Hey, Your Worship, I'm only trying to help.",2,8,
LEIA,HAN,420,Would you please stop calling me that?,2,7,
HAN,LEIA,421,"Sure, Leia.",1,2,
LEIA,HAN,422,You make it so difficult sometimes.,2,6,
HAN,LEIA,423,"I do, I really do. You could be a little nicer, though. Come on, admit it. Sometimes you think I'm all right.",4,22,
LEIA,HAN,424,"Occasionally, maybe... ... when you aren't acting like a scoundrel.",3,10,
HAN,LEIA,425,Scoundrel? Scoundrel? I like the sound of that.,2,8,
LEIA,HAN,426,Stop that.,1,2,
HAN,LEIA,427,Stop what?,1,2,
LEIA,HAN,428,Stop that! My hands are dirty.,1,6,
HAN,LEIA,429,"My hands are dirty, too. What are you afraid of?",2,10,
LEIA,HAN,430,Afraid?,1,1,
HAN,LEIA,431,You're trembling.,1,2,
LEIA,HAN,432,I'm not trembling.,1,3,
HAN,LEIA,433,You like me because I'm a scoundrel. There aren't enough scoundrels in your life.,3,14,
LEIA,HAN,434,I happen to like nice men.,1,6,
HAN,LEIA,435,I'm a nice man.,1,4,
LEIA,HAN,436,"No, you're not. You're -",1,5,
THREEPIO,HAN,437,"Sir, sir! I've isolated the reverse power flux coupling.",2,9,
HAN,THREEPIO,438,Thank you. Thank you very much.,1,6,
THREEPIO,HAN,439,"Oh, you're perfectly welcome, sir.",1,5,
NEEDA,VADER,440,"... and that, Lord Vader, was the last time they appeared in any of our scopes. Considering the amount of damage we've sustained, they must have been destroyed.",5,28,
VADER,NEEDA,441,"No, Captain, they're alive. I want every ship available to sweep the asteroid field until they are found.",4,18,
PIETT,VADER,442,Lord Vader.,1,2,
VADER,PIETT,443,"Yes, Admiral, what is it?",1,5,
PIETT,VADER,444,The Emperor commands you make contact with him.,2,8,
VADER,PIETT,445,Move the ship out of the asteroid field so that we can send a clear transmission.,3,16,
PIETT,VADER,446,"Yes, my lord.",1,3,
VADER,PALPATINE,447,"What is thy bidding, my master?",1,6,
PALPATINE,VADER,448,There is a great disturbance in the Force.,2,8,
VADER,PALPATINE,449,I have felt it.,1,4,
PALPATINE,VADER,450,We have a new enemy. The young rebel who destoyed the Death Star. I have no doubt that this boy is the offspring of Anakin Skywalker.,2,26,
VADER,PALPATINE,451,How is that possible?,1,4,
PALPATINE,VADER,452,"Search your feelings, Lord Vader. You will know it to be true. He could destroy us.",1,16,
VADER,PALPATINE,453,He's just a boy. Obi-Wan can no longer help him.,2,10,
PALPATINE,VADER,454,The Force is strong with him. The son of Skywalker must not become a Jedi.,3,15,
VADER,PALPATINE,455,"If he could be turned, he would become a powerful ally.",2,11,
PALPATINE,VADER,456,Yes. He would be a great asset. Can it be done?,2,11,
VADER,PALPATINE,457,"He will join us or die, master.",2,7,
LUKE,YODA,458,"Look, I'm sure it's delicious. I just don't understand why we can't see Yoda now.",3,15,
YODA,LUKE,459,"Patience! For the Jedi it is time to eat as well. Eat, eat. Hot. Good food? Good?",3,17,
LUKE,YODA,460,How far away is Yoda? Will it take us long to get there?,2,13,
YODA,LUKE,461,"Not far. Yoda not far. Patience. Soon you will be with him. Root leaf, I cook. Why wish you become Jedi?",4,21,
LUKE,YODA,462,"Mostly because of my father, I guess.",2,7,
YODA,LUKE,463,"Ah, your father. Powerful Jedi was he, powerful Jedi.",2,9,
LUKE,YODA,464,"Oh, come on. How could you know my father? You don't even know who I am. I don't know what I'm doing here. We're wasting our time.",5,27,
YODA,OBI-WAN,465,I cannot teach him. The boy has no patience.,2,9,force
OBI-WAN,YODA,466,He will learn patience.,1,4,force
YODA,OBI-WAN,467,"Hmmm. Much anger in him, like his father.",1,8,force
OBI-WAN,YODA,468,Was I any different when you taught me?,2,8,force
YODA,OBI-WAN,469,No. He is not ready.,1,5,force
LUKE,YODA,470,Yoda! I am ready. I...,1,5,
LUKE,OBI-WAN,471,"Ben! I - I can be a Jedi. Ben, tell him I'm -",1,13,force
YODA,LUKE,472,"Ready, are you? What know you of ready? For 800 years have I trained Jedi. My own counsel will I keep on who is to be trained! A Jedi must have the deepest commitment, the most serious mind. This one a long time have I watched. All his life has he looked away... to the future, to the horizon. Never his mind on where he was. What he was doing. Adventure. Excitement. A Jedi craves not these things. You are reckless!",14,81,
OBI-WAN,YODA,473,"So was I, if you'll remember.",1,6,force
YODA,OBI-WAN,474,"He is too old. Yes, too old to begin the training.",2,11,force
LUKE,YODA,475,But I've learned so much.,1,5,
YODA,OBI-WAN,476,Will he finish what he begins?,1,6,force
LUKE,YODA,477,I won't fail you - I'm not afraid.,1,8,
YODA,LUKE,478,Oh. You will be. You will be.,1,7,
THREEPIO,HAN,479,"Sir, if I may venture an opinion...",1,7,
HAN,THREEPIO,480,"I'm not really interested in your opinion, Threepio.",2,8,
LEIA,HAN,481,There's something out there.,1,4,
HAN,LEIA,482,Where?,1,1,
LEIA,HAN,483,"Outside, in the cave.",1,4,
THREEPIO,HAN,484,There it is. Listen! Listen!,1,5,
HAN,"THREEPIO, LEIA, CHEWIE",485,I'm going out there.,1,4,
LEIA,HAN,486,Are you crazy?!,1,3,
HAN,LEIA,487,I just got this bucket back together. I'm not going to let something tear it apart.,3,16,
LEIA,HAN,488,Then I'm going with you.,1,5,
THREEPIO,NA,489,"I think it might be better if I stay behind and guard the ship. Oh, no.",3,16,
LEIA,"HAN, CHEWIE",490,This ground sure feels strange.,1,5,
LEIA,"HAN, CHEWIE",491,It doesn't feel like rock.,1,5,
HAN,LEIA,492,There's an awful lot of moisture in here.,2,8,
LEIA,HAN,493,I don't know. I have a bad feeling about this.,2,10,
HAN,LEIA,494,Yeah. Watch out!,2,3,
HAN,"LEIA, CHEWIE",495,"It's all right, It's all right. Yeah, that's what I thought. Mynock.",1,12,
HAN,CHEWIE,496,"Chewie, check the rest of the ship, make sure there are no more attached.",3,14,
HAN,CHEWIE,497,chewing on the power cables.,1,5,
LEIA,HAN,498,Mynocks.,1,1,
HAN,LEIA,499,Go on inside. We'll clean them off if there are any more.,2,12,
LEIA,HAN,500,Han!,1,1,
THREEPIO,MYNOCK,501,Aghh! Go away! Go away! Beastly thing. Shoo! Shoo!,2,9,
HAN,HAN,502,Wait a minute...,1,3,
HAN,CHEWIE,503,"All right, Chewie, let's get out of here!",2,8,
LEIA,HAN,504,The Empire is still out there. I don't think it's wise to...,2,12,
HAN,LEIA,505,No time to discuss this in committee.,2,7,
LEIA,HAN,506,I am not a committee!,1,5,
LEIA,HAN,507,You can't make the jump to light- speed in this asteroid field...,2,12,
HAN,LEIA,508,"Sit down, sweetheart. We're taking off!",2,6,
THREEPIO,HAN,509,Look!,1,1,
HAN,THREEPIO,510,"I see it, I see it.",1,6,
THREEPIO,"HAN, LEIA, CHEWIE",511,We're doomed!,1,2,
LEIA,HAN,512,The cave is collapsing.,1,4,
HAN,LEIA,513,This is no cave.,1,4,
LEIA,HAN,514,What?,1,1,
YODA,LUKE,515,"Yes, run! Yes. A Jedi's strength flows from the Force. But beware of the dark side. Anger... fear... aggression. The dark side of the Force are they. Easily they flow, quick to join you in a fight. If once you start down the dark path, forever will it dominate your destiny, consume you it will, as it did Obi-Wan's apprentice.",11,60,
LUKE,YODA,516,Vader. Is the dark side stronger?,1,6,
YODA,LUKE,517,"No, no. No. Quicker, easier, more seductive.",2,7,
LUKE,YODA,518,But how am I to know the good side from the bad?,2,12,
YODA,LUKE,519,"You will know. When you are calm, at peace. Passive. A Jedi uses the Force for knowledge and defense, never for attack.",4,22,
LUKE,YODA,520,But tell me why I can't...,1,6,
YODA,LUKE,521,"No, no, there is no why. Nothing more will I teach you today. Clear your mind of questions.",3,18,
LUKE,YODA,522,"There's something not right. I feel cold, death.",2,8,
YODA,LUKE,523,That place is strong with the dark side of the Force. A domain of evil it is. In you must go.,3,21,
LUKE,YODA,524,What's in there?,1,3,
YODA,LUKE,525,Only what you take with you. Your weapons... you will not need them.,3,13,
YODA,R2D2,526,Hmph,1,1,
PIETT,FIRST CONTROLLER,527,Bounty hunters. We don't need that scum.,2,7,
FIRST CONTROLLER,PIETT,528,"Yes, sir.",1,2,
PIETT,FIRST CONTROLLER,529,Those Rebels won't escape us.,1,5,
SECOND CONTROLLER,PIETT,530,"Sir, we have a priority signal from the Star Destroyer Avenger.",2,11,
PIETT,SECOND CONTROLLER,531,Right.,1,1,
VADER,BOBA FETT,532,"There will be a substantial reward for the one who finds the Millennium Falcon. You are free to use any methods necessary, but I want them alive. No disintegrations.",5,29,
BOBA FETT,VADER,533,As you wish.,1,3,
PIETT,VADER,534,"Lord Vader! My lord, we have them.",2,7,
THREEPIO,"HAN, CHEWIE, LEIA",535,"Oh, thank goodness we're coming out of the asteroid field.",2,10,
HAN,CHEWIE,536,Let's get out of here. Ready for light speed? One... two... three!,2,12,
HAN,CHEWIE,537,It's not fair!,1,3,
HAN,CHEWIE,538,The transfer circuits are working. It's not my fault!,2,9,
LEIA,HAN,539,No light speed?,1,3,
HAN,LEIA,540,It's not my fault.,1,4,
THREEPIO,HAN,541,"Sir, we just lost the main rear deflector shield. One more direct hit on the back quarter and we're done for.",4,21,
HAN,CHEWIE,542,Turn her around.,1,3,
HAN,CHEWIE,543,I said turn her around! I'm going to put all power in the front shield.,3,15,
LEIA,HAN,544,You're going to attack them?!,1,5,
THREEPIO,HAN,545,"Sir, the odds of surviving a direct assault on an Imperial Star Destroyer...",3,13,
LEIA,THREEPIO,546,Shut up!,1,2,
NEEDA,COMMUNICATIONS OFFICER,547,They're moving to attack position! Shields up! Track them. They may come around for another pass.,4,16,
TRACKING OFFICER,NEEDA,548,"Captain Needa, the ship no longer appears on our scopes.",2,10,
NEEDA,TRACKING OFFICER,549,They can't have disappeared. No ship that small has a cloaking device.,3,12,
TRACKING OFFICER,NEEDA,550,"Well, there's no trace of them, sir.",2,7,
COMMUNICATIONS OFFICER,NEEDA,551,"Captain, Lord Vader demands an update on the pursuit.",2,9,
NEEDA,COMMUNICATIONS OFFICER,552,"Get a shuttle ready. I shall assume full responsibility for losing them, and apologize to Lord Vader. Meanwhile, continue to scan the area.",5,23,
COMMUNICATIONS OFFICER,NEEDA,553,"Yes, Captain Needa.",1,3,
YODA,LUKE,554,Use the Force. Yes...,1,4,
YODA,LUKE,555,Now... the stone. Feel it.,1,5,
YODA,LUKE,556,Concentrate!,1,1,
LUKE,R2D2,557,We'll never get it out now.,2,6,
YODA,LUKE,558,So certain are you. Always with,1,6,
YODA,LUKE,559,you it cannot be done. Hear you nothing that I say?,2,11,
LUKE,YODA,560,"Master, moving stones around is one thing. This is totally different.",3,11,
YODA,LUKE,561,No! No different! Only different in your mind. You must unlearn what you have learned.,3,15,
LUKE,YODA,562,"All right, I'll give it a try.",1,7,
YODA,LUKE,563,No! Try not. Do. Or do not. There is no try.,2,11,
LUKE,YODA,564,I can't. It's too big.,1,5,
YODA,LUKE,565,"Size matters not. Look at me. Judge me by my size, do you? And well you should not. For my ally is the Force. And a powerful ally it is. Life creates it, makes it grow. Its energy surrounds us and binds us. Luminous beings are we not this crude matter. You must feel the Force around you. Here, between you, me, the tree, the rock, everywhere! Yes, even between the land and the ship!",14,75,
LUKE,YODA,566,You want the impossible.,1,4,
LUKE,YODA,567,I don't... I don't believe it.,1,6,
YODA,LUKE,568,That is why you fail.,1,5,
VADER,NEEDA,569,"Apology accepted, Captain Needa.",1,4,
PIETT,VADER,570,"Lord Vader, our ships have completed their scan of the area and found nothing. If the Millennium Falcon went into light-speed , it'll be on the other side of the galaxy by now.",6,33,
VADER,PIETT,571,Alert all commands. Calculate every possible destination along their last know trajectory.,3,12,
PIETT,VADER,572,"Yes, my lord. We'll find them.",1,6,
VADER,PIETT,573,"Don't fail me again, Admiral.",1,5,
PIETT,NA,574,Alert all commands. Deploy the fleet.,1,6,
THREEPIO,HAN,575,"Captain Solo, this time you have gone too far.",2,9,
THREEPIO,CHEWIE,576,"No, I will not be quiet, Chewbacca.",1,7,
THREEPIO,"CHEWIE, HAN",577,Why doesn't anyone listen to me?,1,6,
HAN,CHEWIE,578,The fleet is beginning to break,1,6,
HAN,CHEWIE,579,up. Go back and stand by the manual release for the landing claw.,2,13,
THREEPIO,HAN,580,I really don't see how that is going to help. Surrender is a perfectly acceptable alternative in extreme circumstances. The Empire may be gracious enough...,5,25,
HAN,LEIA,581,Thank you.,1,2,
LEIA,HAN,582,What did you have in mind for your next move?,2,10,
HAN,LEIA,583,"Well, if they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed, then we just float away.",5,21,
LEIA,HAN,584,With the rest of the garbage. Then what?,2,8,
HAN,LEIA,585,Then we got to find a safe port somewhere around here. Got any ideas?,3,14,
LEIA,HAN,586,No. Where are we?,1,4,
HAN,LEIA,587,The Anoat system.,1,3,
LEIA,HAN,588,Anoat system. There's not much there.,2,6,
HAN,LEIA,589,"No. Well, wait. This is interesting. Lando.",2,7,
LEIA,HAN,590,Lando system?,1,2,
HAN,LEIA,591,"Lando's not a system, he's a man. Lando Calrissian. He's a card player, gambler, scoundrel. You'd like him.",4,18,
LEIA,HAN,592,Thanks.,1,1,
HAN,LEIA,593,"Bespin. It's pretty far, but I think we can make it.",2,11,
LEIA,HAN,594,A mining colony?,1,3,
HAN,LEIA,595,"Yeah, a Tibanna gas mine. Lando conned somebody out of it. We go back a long way, Lando and me.",3,20,
LEIA,HAN,596,Can you trust him?,1,4,
HAN,LEIA,597,"No. But he's got no love for the Empire, I can tell you that.",2,14,
HAN,CHEWIE,598,"Here we go, Chewie. Stand by. Detach!",2,7,
LEIA,HAN,599,"You do have your moments. Not many of them, but you do have them.",2,14,
YODA,LUKE,600,"Concentrate... feel the Force flow. Yes. Good. Calm, yes.",2,9,
YODA,LUKE,601,"Through the Force, things you will see. Other places. The future... the past. Old friends long gone.",4,17,
LUKE,YODA,602,Han! Leia!,1,2,
YODA,LUKE,603,"Hmm. Control, control. You must learn control.",2,7,
LUKE,YODA,604,I saw... I saw a city in the clouds.,2,9,
YODA,LUKE,605,Friends you have there.,1,4,
LUKE,YODA,606,They were in pain.,1,4,
YODA,LUKE,607,It is the future you see.,1,6,
LUKE,YODA,608,Future? Will they die?,1,4,
YODA,LUKE,609,Difficult to see. Always in motion is the future.,2,9,
LUKE,YODA,610,I've got to go to them.,1,6,
YODA,LUKE,611,"Decide you must how to serve them best. If you leave now, help them you could. But you would destroy all for which they have fought and suffered.",5,28,
HAN,INTERCOM VOICE,612,"No, I don't have a landing permit. I'm trying to reach Lando Calrissian. Whoa! Wait a minute! Let me explain.",5,20,
INTERCOM VOICE,HAN,613,You will not deviate from your present course.,2,8,
THREEPIO,HAN,614,"Rather touchy, aren't they?",1,4,
LEIA,HAN,615,I thought you knew this person.,1,6,
HAN,CHEWIE,616,"Well, that was a long time ago. I'm sure he's forgotten about that.",3,13,
INTERCOM VOICE,HAN,617,Permission granted to land on Platform Three-two-seven.,2,7,
HAN,INTERCOM VOICE,618,Thank you.,1,2,
HAN,LEIA,619,"There's nothing to worry about. We go way back, Lando and me.",2,12,
LEIA,HAN,620,Who's worried?,1,2,
THREEPIO,"LEIA, CHEWIE, HAN",621,No one to meet us.,1,5,
LEIA,"HAN, THREEPIO",622,I don't like this.,1,4,
HAN,LEIA,623,"Well, what would you like?",1,5,
THREEPIO,LEIA,624,"Well, they did let us land.",1,6,
HAN,LEIA,625,"Look, don't worry. Everything's going to be fine. Trust me.",2,10,
HAN,LEIA,626,See? My friend.,1,3,
HAN,CHEWIE,627,"Keep your eyes open, huh?",1,5,
LANDO,HAN,628,"Why, you slimy, double-crossing, no-good swindler! You've got a lot of guts coming here, after what you pulled.",4,18,
LANDO,HAN,629,"How you doin', you old pirate?",1,6,
LANDO,,630,So good to see you! I never thought,1,8,
LANDO,HAN,631,I'd catch up with you again. Where you been?,2,9,
THREEPIO,LEIA,632,"Well, he seems very friendly.",1,5,
LEIA,THREEPIO,633,Yes... very friendly.,1,3,
LANDO,HAN,634,What are you doing here?,1,5,
HAN,LANDO,635,Repairs. I thought you could help me out.,2,8,
LANDO,HAN,636,What have you done to my ship?,1,7,
HAN,LANDO,637,"Your ship? Hey, remember, you",1,5,
HAN,LANDO,638,lost her to me fair and square.,1,7,
LANDO,CHEWIE,639,"How you doing, Chewbacca?",1,4,
LANDO,CHEWIE,640,Still hanging around this loser?,1,5,
LANDO,LEIA,641,Hello. What have we here? Welcome. I'm Lando Calrissian. I'm the administrator of this facility. And who might you be?,4,20,
LEIA,LANDO,642,Leia.,1,1,
LANDO,LEIA,643,"Welcome, Leia.",1,2,
HAN,LANDO,644,"All right, all right, you old smoothie.",2,7,
THREEPIO,LANDO,645,"Hello, sir. I am See-Threepio, human-cyborg relations. My facilities are at your...",3,12,
THREEPIO,NA,646,"Well, really!",1,2,
LANDO,HAN,647,What's wrong with the Falcon?,1,5,
HAN,LANDO,648,Hyperdrive.,1,1,
LANDO,HAN,649,I'll get my people to work on it.,1,8,
HAN,LANDO,650,Good.,1,1,
LANDO,LEIA,651,"You know, that ship saved my life quite a few times. She's the fastest hunk of junk in the galaxy.",3,20,
HAN,LANDO,652,How's the gas mine? Is it paying off for you?,2,10,
LANDO,HAN,653,"Oh, not as well as I'd like. We're a small outpost and not very self-sufficient. And I've had supply problems of every kind. I've had labor difficulties... What's so funny?",6,30,
HAN,LANDO,654,"You. Listen to you - you sound like a businessman, a responsible leader. Who'd have thought that, huh?",3,18,
LANDO,HAN,655,"You know, seeing you sure brings back a few things.",2,10,
HAN,LANDO,656,Yeah.,1,1,
LANDO,HAN,657,Yeah. I'm responsible these days. It's the price you pay for being successful.,3,13,
THREEPIO,PROTOCOL DROID,658,Nice to see a familiar face.,1,6,
PROTOCOL DROID,THREEPIO,659,E chu ta!,1,3,
THREEPIO,PROTOCOL DROID,660,How rude!,1,2,
THREEPIO,THREEPIO,661,That sounds like an R2 unit in there. I wonder if... Hello? How interesting. my.,3,15,
MAN'S VOICE,THREEPIO,662,Who are you?,1,3,
THREEPIO,NA,663,"I'm terribly sorry. I... I didn't mean to intrude. No, no, please don't get up. No!",3,16,
YODA,LUKE,664,Luke! You must complete the training.,2,6,
LUKE,YODA,665,I can't keep the vision out of my head. They're my friends. I've got to help them.,3,17,
YODA,LUKE,666,You must not go!,1,4,
LUKE,YODA,667,But Han and Leia will die if I don't.,2,9,
OBI-WAN,LUKE,668,You don't know that. Even Yoda cannot see their fate.,2,10,force
LUKE,OBI-WAN,669,But I can help them! I feel the Force!,2,9,force
OBI-WAN,LUKE,670,"But you cannot control it. This is a dangerous time for you, when you will be tempted by the dark side of the Force.",4,24,force
YODA,LUKE,671,"Yes, yes. To Obi-Wan you listen. The cave. Remember your failure at the cave!",3,14,
LUKE,YODA,672,"But I've learned so much since then. Master Yoda, I promise to return and finish what I've begun. You have my word.",4,22,
OBI-WAN,LUKE,673,It is you and your abilities the Emperor wants. that is why your friends are made to suffer.,3,18,force
LUKE,OBI-WAN,674,And that is why I have to go.,1,8,force
OBI-WAN,LUKE,675,"Luke, I don't want to lose you to the Emperor the way I lost Vader.",2,15,force
LUKE,OBI-WAN,676,You won't.,1,2,force
YODA,LUKE,677,"Stopped they must be. On this all depends. Only a fully trained Jedi Knight with the Force as his ally will conquer Vader and his Emperor. If you end your training now, if you choose the quick and easy path, as Vader did, you will become an agent of evil.",8,50,
OBI-WAN,LUKE,678,Patience.,1,1,force
LUKE,"YODA, OBI-WAN",679,And sacrifice Han and Leia?,1,5,force
YODA,LUKE,680,"If you honor what they fight for, yes!",2,8,
OBI-WAN,LUKE,681,"If you choose to face Vader, you will do it alone. I cannot interfere.",3,14,force
LUKE,OBI-WAN,682,I understand.,1,2,force
LUKE,R2D2,683,"Artoo, fire up the converters.",1,5,
OBI-WAN,LUKE,684,"Luke, don't give in to hate - that leads to the dark side.",2,13,force
YODA,LUKE,685,Strong is Vader. Mind what you have learned. Save you it can.,2,12,
LUKE,YODA,686,I will. And I'll return. I promise.,1,7,
YODA,OBI-WAN,687,"Told you, I did. Reckless is he. Now matters are worse.",2,11,force
OBI-WAN,YODA,688,That boy is our last hope.,1,6,force
YODA,OBI-WAN,689,No. There is another.,1,4,force
HAN,LEIA,690,The ship is almost finished. Two or Three more things and we're in great shape.,3,15,
LEIA,HAN,691,The sooner the better. Something's wrong here. No one has seen or knows anything about Threepio. He's been gone too long to have gotten lost.,5,25,
HAN,LEIA,692,Relax. I'll talk to Lando and see what I can find out.,2,12,
LEIA,HAN,693,I don't trust Lando.,1,4,
HAN,LEIA,694,"Well, I don't trust him, either. But he is my friend. Besides, we'll soon be gone.",3,16,
LEIA,HAN,695,"And then you're as good as gone, aren't you?",2,9,
LEIA,CHEWIE,696,What happened?,1,2,
HAN,CHEWIE,697,Where?,1,1,
HAN,CHEWIE,698,Found him in a junk pile?,1,6,
LEIA,CHEWIE,699,"Oh, what a mess. Chewie, you",1,6,
LEIA,CHEWIE,700,think you can repair him?,1,5,
HAN,LEIA,701,Lando's got people that can fix him.,2,7,
LEIA,HAN,702,"No, thanks.",1,2,
LANDO,"LEIA, HAN",703,I'm sorry. Am I interrupting anything?,2,6,
LEIA,LANDO,704,Not really.,1,2,
LANDO,LEIA,705,You look absolutely beautiful. You truly belong here with us among the clouds.,3,13,
LEIA,LANDO,706,Thank you.,1,2,
LANDO,LEIA,707,Would you join me for a little refreshment?,2,8,
LANDO,"HAN, CHEWIE",708,"Everyone's invited, of course.",1,4,
LANDO,"LEIA, HAN",709,Having trouble with your droid?,1,5,
HAN,LANDO,710,No. No problem. Why?,1,4,
LANDO,"LEIA, HAN, CHEWIE",711,"So you see, since we're a small",1,7,
LANDO,"LEIA, HAN, CHEWIE",712,"operation, we don't fall into the...jurisdiction of the Empire.",3,11,
LEIA,LANDO,713,So you're part of the mining guild then?,2,8,
LANDO,LEIA,714,"No, not actually. Our operation is small enough not to be noticed... which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves.",6,28,
HAN,LANDO,715,Aren't you afraid the Empire's going to find out about this little operation and shut you down?,3,17,
LANDO,"HAN, LEIA, CHEWIE",716,That's always been a danger that looms like a shadow over everything we've built here. But things have developed that will ensure security.,4,23,
LANDO,"HAN, LEIA, CHEWIE",717,I've just made a deal that will keep the Empire out of here forever.,2,14,
VADER,"LEIA, CHEWIE, HAN",718,We would be honored if you would join us.,2,9,
LANDO,HAN,719,I had no choice. They arrived right before you did. I'm sorry.,2,12,
HAN,LANDO,720,"I'm sorry, too.",1,3,
LUKE,R2D2,721,"No, Threepio's with them.",1,4,
LUKE,R2D2,722,Just hang on. We're almost there.,1,6,
THREEPIO,THREEPIO,723,"Oh, oh my. I. I'm terribly sorry- Take this off! I, don't mean to intrude here. I, don't, no, no, no... Please don't get up. No!",4,26,
THREEPIO,THREEPIO,724,NO! Secret. Stormtroopers? Here? We're in,1,6,
THREEPIO,THREEPIO,725,danger. I must tell the others. Oh no! I've been shot!,2,11,
LANDO,VADER,726,Lord Vader.,1,2,
VADER,BOBA FETT,727,You may take Captain Solo to Jabba the Hut after I have Skywalker.,3,13,
BOBA FETT,VADER,728,He's no good to me dead.,1,6,
VADER,BOBA FETT,729,He will not be permanently damaged.,1,6,
LANDO,VADER,730,"Lord Vader, what about Leia and the Wookiee?",2,8,
VADER,LANDO,731,They must never again leave this city.,2,7,
LANDO,VADER,732,"That was never a condition of our agreement, nor was giving Han to this bounty hunter!",3,16,
VADER,LANDO,733,Perhaps you think you're being treated unfairly.,2,7,
LANDO,VADER,734,No.,1,1,
VADER,LANDO,735,Good. It would be unfortunate if I had to leave a garrison here.,2,13,
LANDO,LANDO,736,This deal is getting worse all the time.,2,8,
THREEPIO,CHEWIE,737,"Oh, yes, that's very good. I like that. Oh! Something's not right",2,12,
THREEPIO,CHEWIE,738,because now I can't see.,1,5,
THREEPIO,CHEWIE,739,Oh. Much better. Wait.,1,4,
THREEPIO,CHEWIE,740,"Wait! Oh. my! what have you done? I'm backwards, you stupid furball.",2,12,
THREEPIO,CHEWIE,741,Only an overgrown mophead like you would be stupid enough...,2,10,
HAN,CHEWIE,742,I feel terrible.,1,3,
LEIA,HAN,743,Why are they doing this?,1,5,
HAN,LEIA,744,They never even asked me any questions.,2,7,
LEIA,HAN,745,Lando.,1,1,
HAN,LANDO,746,"Get out of here, Lando!",1,5,
LANDO,HAN,747,Shut up and listen! Vader has agreed to turn Leia and Chewie over to me.,3,15,
HAN,LANDO,748,Over to you?,1,3,
LANDO,HAN,749,"They'll have to stay here, but at least they'll be safe.",2,11,
LEIA,LANDO,750,What about Han?,1,3,
LANDO,LEIA,751,Vader's given him to the bounty hunter.,2,7,
LEIA,LANDO,752,Vader wants us all dead.,1,5,
LANDO,LEIA,753,He doesn't want you at all. He's after somebody called Skywalker.,2,11,
HAN,LANDO,754,Luke.,1,1,
LANDO,"HAN, LEIA",755,Lord Vader's set a trap for him.,1,7,
LEIA,LANDO,756,And we're the bait.,1,4,
LANDO,"LEIA, HAN",757,"Well, he's on his way.",1,5,
HAN,LANDO,758,"Perfect. You fixed us all pretty good, didn't you? My friend!",3,11,
LANDO,NA,759,Stop!,1,1,
LANDO,HAN,760,"I've done all I can. I'm sorry I couldn't do better, but I have my own problems.",2,17,
HAN,LANDO,761,"Yeah, you're a real hero.",1,5,
LEIA,HAN,762,You certainly have a way with people.,2,7,
VADER,LANDO,763,"This facility is crude, but it should be adequate to freeze Skywalker for his journey to the emperor.",4,18,
IMPERIAL SOLDIER,VADER,764,"Lord Vader, ship approaching. X-wing class.",2,6,
VADER,IMPERIAL SOLDIER,765,Good. Monitor Skywalker and allow him to land.,2,8,
LANDO,VADER,766,"Lord Vader, we only use this facility for carbon freezing. If you put him in there, it might kill him.",4,20,
VADER,LANDO,767,I do not want the Emperor's prize damaged. We will test it... on Captain Solo.,3,15,
